,Site Id,Facility Type,Loc Id,Effective Date,Region,ADO,State Id,State Name,County,County State,City,Name,Ownership,Use,Owner,Owner Address,"Owner City, State, Zip",Owner Phone,Manager,Manager Address,"Manager City, State, Zip",Manager Phone,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,ARP Method,Elevation,Elevation Method,Magnetic Variation,Magnetic Variation Year,Traffic Pattern Altitude,Sectional,Distance From CBD,Direction From CBD,Land Area,ARTCC Id,ARTCC Computer ID,ARTCC Name,Responsible ARTCC Id,Responsible ARTCC Computer Id,Responsible ARTCC Name,Tie In FSS,Tie In FSS Id,Tie In FSS Name,FSS Phone Number,FSS Toll Free Number,Alternate FSS Id,Alternate FSS Name,Alternate FSS Toll Free Number,NOTAM Facility Id,NOTAM Service,Activation Date,Airport Status Code,Certification Type Date,Federal Agreements,Airspace Determination,Customs Airport Of Entry,Customs Landing Rights,Military Joint Use,Military Landing Rights,Inspection Method,Inspection Group,Last Inspection Date,Last Owner Information Date,Fuel Types,Airframe Repair,Power Plant Repair,Bottled Oxygen Type,Bulk Oxygen Type,Lighting Schedule,Beacon Schedule,ATCT,UNICOM,CTAF,Segmented Circle,Beacon Color,Non Commercial Landing Fee,Medical Use,Single Engine Aircraft,Multi Engine Aircraft,Jet Engine Aircraft,Helicopters,Gliders Operational,Military Operational,Ultralights,Commercial Operations,Commuter Operations,Air Taxi Operations,GA Local Operations,GA Itin Operations,Military Operations,Operations Date,Airport Position Source,Airport Position Source Date,Airport Elevation Source,Airport Elevation Source Date,Fuel Available,Transient Storage,Other Services,Wind Indicator,Icao Id,NPIAS Hub,NPIAS Role,DD_Latitudes,DD_Longitudes
38,03192.*A,AIRPORT,FLL,2022-03-24,ASO,ORL,FL,FLORIDA,BROWARD,FL,FORT LAUDERDALE,FORT LAUDERDALE/HOLLYWOOD INTL,PU,PU,BROWARD COUNTY,"115 S. ANDREWS AVENUE, ROOM 421","DANIA BEACH, FL 33312-1872",954-359-6100,MARK GALE,320 TERMINAL DRIVE SUITE 200,"FORT LAUDERDALE, FL 33315",954-359-6100,026-04-18.0000N,093858.0000N,080-08-58.9000W,0288538.9000W,E,65.0,S,06W,2015.0,,MIAMI,3.0,SW,1380.0,ZMA,ZCR,MIAMI,ZMA,ZCR,MIAMI,N,MIA,MIAMI,,1-800-WX-BRIEF,,,,FLL,Y,1940-04-01,O,I E S 05/1973,NGPSY,NO OBJECTION,Y,Y,N,Y,F,F,2022-02-04,,100LL A,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SS-SR,SS-SR,Y,122.95,,N,CG,N,,15.0,21.0,43.0,1.0,,,,213994.0,,28566.0,,33801.0,906.0,2021-12-31,3RD PARTY SURVEY,2016-01-27,3RD PARTY SURVEY,2016-01-27,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y,KFLL,Large,,26.071666666666665,-80.14969444444446
39,03407.*A,AIRPORT,MCO,2022-03-24,ASO,ORL,FL,FLORIDA,ORANGE,FL,ORLANDO,ORLANDO INTL,PU,PU,GREATER ORLANDO AVIATION AUTHORITY,1 JEFF FUQUA BLVD,"ORLANDO, FL 32827-4399",407-825-2001,"PHILLIP N.  BROWN, A.A.E.",1 JEFF FUQUA BLVD,"ORLANDO, FL 32827-4399",407-825-7445,028-25-45.8000N,102345.8000N,081-18-32.4000W,0292712.4000W,E,96.4,S,06W,2015.0,,JACKSONVILLE,6.0,SE,12600.0,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,MCO,Y,1941-06-01,O,I E S 05/1973,NGPY,NO OBJECTION,N,Y,N,Y,F,F,2020-02-07,,100LL A,MINOR,MINOR,NONE,NONE,SS-SR,SS-SR,Y,122.95,,N,CG,N,,2.0,3.0,30.0,3.0,,0.0,,337510.0,,13512.0,4.0,14648.0,495.0,2019-12-31,3RD PARTY SURVEY,2012-03-07,3RD PARTY SURVEY,2012-03-07,,"HGR,TIE","AFRT,CARGO",Y-L,KMCO,Large,,28.42938888888889,-81.309
40,03407.1*A,AIRPORT,SFB,2022-03-24,ASO,ORL,FL,FLORIDA,SEMINOLE,FL,ORLANDO,ORLANDO SANFORD INTL,PU,PU,SANFORD ARPT AUTHORITY,"1200 RED CLEVELAND BLVD, SUITE #200","SANFORD, FL 32773-0818",407-585-4000,THOMAS NOLAN,1200 RED CLEVELAND BLVD,"SANFORD, FL 32773",407-585-4015,028-46-37.8400N,103597.8410N,081-14-05.6900W,0292445.6900W,E,54.9,S,05W,2000.0,,JACKSONVILLE,16.0,NE,3000.0,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,SFB,Y,1943-02-01,O,I D S 02/1989,NGPY,NO OBJECTION,Y,N,N,Y,F,F,2022-01-12,,100LL A,MAJOR,MAJOR,HIGH,NONE,SEE RMK,SS-SR,Y,,120.3,Y,CG,N,,221.0,35.0,23.0,5.0,,2.0,,19567.0,,47715.0,89051.0,23529.0,499.0,2021-12-31,FAA,2018-12-20,3RD PARTY SURVEY,2013-07-30,,"HGR,TIE","AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KSFB,Small,,28.777178055555556,-81.23491388888888
41,03121.*A,AIRPORT,COF,2022-03-24,ASO,ORL,FL,FLORIDA,BREVARD,FL,COCOA BEACH,PATRICK SPACE FORCE BASE,MA,PR,USAF,"DEPT OF THE AF,HDQRTS ADTC","EGLIN AFB, FL 32542",,CHIEF OF AFLD MANAGEMENT,DEPT OF THE AF HEADQUARTERS  ADTC,"EGLIN AFB, FL 32542",321-494-2222,028-14-06.0200N,101646.0240N,080-36-35.9200W,0290195.9210W,E,8.0,S,07W,2020.0,,JACKSONVILLE,3.0,S,,ZMA,ZCR,MIAMI,ZJX,ZCJ,JACKSONVILLE,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,PIE,Y,1944-02-01,O,,,NOT ANALYZED,N,N,N,N,,N,,2021-10-01,A++,NONE,NONE,NONE,HIGH/LOW,,SS-SR,Y,,,N,CG,N,,,,,,,,,,,,,,27254.0,,FAA-EST,2021-05-05,MILITARY,2011-09-28,,,,Y,KCOF,,,28.23500666666667,-80.60997805555554
42,03513.1*A,AIRPORT,VDF,2022-03-24,ASO,ORL,FL,FLORIDA,HILLSBOROUGH,FL,TAMPA,TAMPA EXEC,PU,PU,HILLSBOROUGH COUNTY AVIATION AUTH,PO BOX 22287,"TAMPA, FL 33622",(813) 870-8776,"BRETT W FAY, C.M.",PO BOX 22287,"TAMPA, FL 33622",(813) 870-8735,028-00-50.3500N,100850.3540N,082-20-42.9300W,0296442.9330W,E,21.1,S,04W,2000.0,,JACKSONVILLE,6.0,E,411.0,ZJX,ZCJ,JACKSONVILLE,ZMA,ZCR,MIAMI,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,VDF,Y,1957-05-01,O,,NGY,CONDITIONAL,N,N,N,N,S,S,2017-12-13,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.7,122.7,Y-L,CG,N,,147.0,19.0,5.0,5.0,0.0,0.0,0.0,,,520.0,50040.0,44000.0,30.0,2017-12-13,FAA-EST,2018-11-16,3RD PARTY SURVEY,2012-01-16,,"HGR,TIE","AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KVDF,,Regional,28.013987222222223,-82.34525916666666
43,03513.*A,AIRPORT,TPA,2022-03-24,ASO,ORL,FL,FLORIDA,HILLSBOROUGH,FL,TAMPA,TAMPA INTL,PU,PU,HILLSBOROUGH CO AVN AUTHORITY,PO BOX 22287,"TAMPA, FL 33622",813-870-8700,JOHN TILIACOS,PO BOX 22287,"TAMPA, FL 33622",813-870-8700,027-58-31.7000N,100711.7000N,082-31-59.7000W,0297119.7000W,E,26.4,S,05W,2010.0,,MIAMI,6.0,W,3300.0,ZJX,ZCJ,JACKSONVILLE,ZMA,ZCR,MIAMI,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,TPA,Y,1940-04-01,O,I D S 05/1973,NGPRY,NO OBJECTION,Y,Y,N,Y,F,F,2021-05-19,,100LL A,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SS-SR,SS-SR,Y,122.95,,Y,CG,N,,9.0,7.0,57.0,6.0,,,,117509.0,,15924.0,38.0,17706.0,809.0,2021-05-31,3RD PARTY SURVEY,2013-11-23,3RD PARTY SURVEY,2013-11-23,,"HGR,TIE","AVNCS,CARGO,CHTR",Y-L,KTPA,Large,,27.97547222222222,-82.53325
44,03430.*A,AIRPORT,PAM,2022-03-24,ASO,ORL,FL,FLORIDA,BAY,FL,PANAMA CITY,TYNDALL AFB,MA,PR,USAF,DEPT OF THE AF HDQRTS ADC,"TYNDALL AFB, FL 32401",,CHIEF OF AFLD MANAGEMENT,DEPT OF THE AF HDQRTS ADC,"TYNDALL AFB, FL 32401",,030-04-08.5700N,108248.5710N,085-34-29.9300W,0308069.9330W,E,17.4,S,04W,2015.0,,NEW ORLEANS,6.0,SE,,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,GNV,GAINESVILLE,,1-800-WX-BRIEF,,,,PAM,Y,,O,,,NOT ANALYZED,N,N,N,N,,N,,1976-09-09,A++,NONE,NONE,HIGH/LOW,HIGH/LOW,,SS-SR,Y,,,N,CG,N,,,,,,,,,,,,,,124000.0,,MILITARY,2016-11-21,MILITARY,2013-04-01,,,,Y,KPAM,,,30.0690475,-85.57498138888889
45,51510.2*A,AIRPORT,UAM,2022-03-24,AWP,HNL,GU,GUAM,GUAM,GU,YIGO,ANDERSEN AFB,MA,PR,USAF,3 AD,"ANDERSEN AFB, GUAM 69912",,MAJOR BILLY G TOWLES,3 AD,"ANDERSEN AFB, GUAM 69912",,013-35-01.9900N,048901.9900N,144-55-48.2000E,0521748.2000E,E,617.4,S,02E,1980.0,,GNC 7,0.0,N,,ZUA,ZUA,GUAM,ZUA,ZUA,GUAM,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,PGUA,Y,,O,,,NOT ANALYZED,Y,N,N,N,,N,,1976-07-15,,NONE,NONE,NONE,LOW,,SS-SR,Y,,,N,CG,N,,,,,,,,,,,,,,,,MILITARY,2012-08-07,MILITARY,2012-08-07,,HGR,CARGO,Y,PGUA,,,13.583886111111111,144.93005555555555
46,51510.*A,AIRPORT,GUM,2022-03-24,AWP,HNL,GU,GUAM,GUAM,GU,GUAM,GUAM INTL,PU,PU,A.B. WON PAT GUAM INT'L ARPT AUTHOR,P.O. BOX 8770,"TAMUNING, GU 96931-1278",671-646-0300,TOM ADA,P.O. BOX 8770,"TAMUNING, GU 96931",671-646-0300,013-29-02.2200N,048542.2224N,144-47-49.6600E,0521269.6576E,E,304.5,S,02E,2000.0,1002.0,GNC 7,3.0,NE,1657.0,ZUA,ZUA,GUAM,ZUA,ZUA,GUAM,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,GUM,Y,1953-06-01,O,I E S 04/1995,NGPSY,,N,Y,N,Y,F,F,2019-10-18,,100LL A1,MINOR,MINOR,HIGH,HIGH/LOW,,SS-SR,Y,,,N,CG,Y,,22.0,4.0,10.0,0.0,,,,24347.0,,262.0,20958.0,27703.0,465.0,2019-09-30,FAA,2013-02-28,3RD PARTY SURVEY,2013-02-28,,"HGR,TIE","AFRT,CARGO,CHTR,INSTR",Y-L,PGUM,Small,,13.483950666666665,144.7971271111111
47,52560.01*A,AIRPORT,HI46,2022-03-24,AWP,HNL,HI,HAWAII,KAUAI,HI,PUHI,HI 23 AIRSTRIP,PR,PR,THE LIHUE PLANTATION CO; LTD,2970 KELE STREET,"LIHUE, HI 96766",808-245-7325,MICHAEL H. FURUKAWA,2970 KELE STREET,"LIHUE, HI 96766",808-245-7325,021-57-56.7100N,079076.7090N,159-25-37.9300W,0573937.9340W,E,480.0,E,11E,1985.0,,HAWAIIAN ISLANDS,2.0,W,,ZHN,ZHN,HONOLULU CONTROL FACILITY,ZHN,ZHN,HONOLULU CONTROL FACILITY,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,,N,1980-09-01,O,,,CONDITIONAL,,,,,2,N,,1992-02-06,,,,,,,,N,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,N,,,,21.9657525,-159.4272038888889
48,05950.*A,AIRPORT,DSM,2022-03-24,ACE,NONE,IA,IOWA,POLK,IA,DES MOINES,DES MOINES INTL,PU,PU,DES MOINES AIRPORT AUTHORITY,"5800 FLEUR DRIVE, SUITE 207, ROOM 201","DES MOINES, IA 50321",515-256-5100,MR. KEVIN FOLEY,"5800 FLEUR DRIVE, SUITE 207","DES MOINES, IA 50321-2854",515-256-5100,041-32-02.3000N,149522.3020N,093-39-47.0600W,0337187.0590W,E,957.9,S,01E,2020.0,,OMAHA,3.0,SW,2625.0,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,FOD,FORT DODGE,,1-800-WX-BRIEF,,,,DSM,Y,1940-04-01,O,I C S 05/1973,NGY3,CONDITIONAL,N,Y,N,Y,F,F,2019-03-28,,100LL A,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,,SS-SR,Y,122.95,,N,CG,N,,58.0,16.0,30.0,1.0,,0.0,,24526.0,,3383.0,4788.0,16971.0,1574.0,2020-12-31,3RD PARTY SURVEY,2020-02-03,3RD PARTY SURVEY,2020-02-03,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,SALES,SURV",Y-L,KDSM,Small,,41.53397277777778,-93.66307194444445
49,06258.*A,AIRPORT,OTM,2022-03-24,ACE,NONE,IA,IOWA,WAPELLO,IA,OTTUMWA,OTTUMWA RGNL,PU,PU,CITY OF OTTUMWA,CITY HALL,"OTTUMWA, IA 52501",641-683-0619,CHRIS COBLER,14802 TERMINAL ST,"OTTUMWA, IA 52501",641-683-0619,041-06-25.8500N,147985.8528N,092-26-49.4600W,0332809.4618W,E,845.3,S,03E,1985.0,,CHICAGO,5.0,NW,1600.0,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,FOD,FORT DODGE,,1-800-WX-BRIEF,,,,OTM,Y,1944-04-01,O,,NGPY,NO OBJECTION,N,N,N,Y,F,S,2021-07-27,,100LL A,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,N,123.0,123.0,N,CG,N,,22.0,1.0,2.0,1.0,0.0,0.0,0.0,,,,4533.0,5967.0,,2021-07-27,FAA-EST,2011-09-19,STATE,2011-09-08,,"HGR,TIE","CHTR,INSTR,RNTL",Y-L,KOTM,,Local,41.10718133333333,-92.44707272222222
50,06402.*A,AIRPORT,ALO,2022-03-24,ACE,NONE,IA,IOWA,BLACK HAWK,IA,WATERLOO,WATERLOO RGNL,PU,PU,CITY OF WATERLOO,715 MULBERRY,"WATERLOO, IA 50701",319-291-4323,"MR. KEITH KASPARI, MPA, C.M.",2790 AIRPORT BLVD,"WATERLOO, IA 50703",319-291-4483,042-33-30.4200N,153210.4170N,092-24-03.6800W,0332643.6840W,E,873.0,S,00E,2020.0,,CHICAGO,4.0,NW,2583.0,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,FOD,FORT DODGE,,1-800-WX-BRIEF,,,,ALO,Y,1947-05-01,O,I A S 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,2021-10-27,,100LL A,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,125.075,N,CG,N,,55.0,8.0,4.0,5.0,,9.0,,31.0,,1340.0,7989.0,10970.0,1895.0,2021-09-30,3RD PARTY SURVEY,2011-03-13,3RD PARTY SURVEY,2011-03-13,,"HGR,TIE","AMB,CHTR,INSTR,RNTL",Y-L,KALO,,Regional,42.55844916666666,-92.40102333333334
51,04205.01*A,AIRPORT,ID97,2022-03-24,ANM,NONE,ID,IDAHO,CANYON,ID,GREENLEAF,HIBBS,PR,PR,JEFF HIBBS,23050 LOWER PLEASANT RIDGE ROAD,"GREENLEAF, ID 83626-3120",208-880-5885,,20219 VANSLYKE ROAD,"GREENLEAF, ID 83626",208-454-9027,043-39-54.4100N,157194.4100N,116-51-30.3300W,0420690.3300W,E,2446.0,E,,,,,2.0,WSW,,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,,BOI,BOISE,,1-800-WX-BRIEF,,,,,,2017-04-01,O,,,NO OBJECTION,,,,,,N,,2019-04-14,,,,,,,,N,,,,,,,2.0,,,,,,,,,,,,,,OWNER,2017-03-28,OWNER,2017-03-28,,,,,,,,43.66511388888889,-116.858425
52,05008.*A,AIRPORT,SPI,2022-03-24,AGL,CHI,IL,ILLINOIS,SANGAMON,IL,SPRINGFIELD,ABRAHAM LINCOLN CAPITAL,PU,PU,SPRINGFIELD ARPT AUTH,1200 CAPITAL AIRPORT DR,"SPRINGFIELD, IL 62707-8413",217-788-1080,MARK HANNA,CAPITAL AIRPORT,"SPRINGFIELD, IL 62707-8419",217-788-1080,039-50-39.2000N,143439.2000N,089-40-41.1000W,0322841.1000W,E,597.8,S,01W,2005.0,,ST LOUIS,3.0,NW,2300.0,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,SPI,Y,1947-03-01,O,I B S 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,2021-10-29,,100LL A J8,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,121.3,N,CG,N,,69.0,6.0,12.0,4.0,1.0,,1.0,260.0,,2871.0,8616.0,10423.0,5208.0,2021-07-31,3RD PARTY SURVEY,2009-07-02,3RD PARTY SURVEY,2012-07-14,,"HGR,TIE","CHTR,INSTR,RNTL",Y-L,KSPI,Non-Hub,,39.84422222222223,-89.67808333333333
53,04431.*A,AIRPORT,BMI,2022-03-24,AGL,CHI,IL,ILLINOIS,MC LEAN,IL,BLOOMINGTON/NORMAL,CENTRAL IL RGNL/BLOOMINGTON-NORMAL,PU,PU,BLOOMINGTON NORMAL ARPT AUTH,3201 CIRA DRIVE,"BLOOMINGTON, IL 61704",309-663-7383,CARL G. OLSON,3201 CIRA DRIVE,"BLOOMINGTON, IL 61704",309-663-7383,040-28-37.6000N,145717.6000N,088-54-57.3000W,0320097.3000W,E,871.4,S,03W,2015.0,,CHICAGO,3.0,E,1968.0,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,BMI,Y,1940-04-01,O,I B S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,2017-12-01,,100LL A,MAJOR,MAJOR,LOW,,SEE RMK,SS-SR,Y,122.95,124.6,N,CG,N,,58.0,4.0,11.0,1.0,,,,3525.0,,1276.0,4665.0,9655.0,901.0,2019-12-31,3RD PARTY SURVEY,2007-11-08,3RD PARTY SURVEY,2007-11-08,,"HGR,TIE","AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KBMI,Non-Hub,,40.477111111111114,-88.91591666666667
54,04507.*A,AIRPORT,MDW,2022-03-24,AGL,CHI,IL,ILLINOIS,COOK,IL,CHICAGO,CHICAGO MIDWAY INTL,PU,PU,CITY OF CHICAGO,5700 S. CICERO,"CHICAGO, IL 60638",773-838-0608,JAMIE RHEE,10510 WEST ZEMKE ROAD,"CHICAGO, IL 60666",773-894-5492,041-47-09.5000N,150429.5000N,087-45-08.7000W,0315908.7000W,E,619.8,S,04W,2015.0,,CHICAGO,9.0,SW,650.0,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,MDW,Y,1940-04-01,O,I C S 05/1973,NGY3,NO OBJECTION,Y,Y,N,Y,F,F,2020-10-06,,100LL A1+,MAJOR,MAJOR,LOW,LOW,,SS-SR,Y,122.95,,N,CG,N,,6.0,0.0,30.0,0.0,0.0,0.0,0.0,171926.0,,26988.0,0.0,32922.0,248.0,2019-12-31,3RD PARTY SURVEY,2011-10-04,3RD PARTY SURVEY,2011-10-04,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR",Y-L,KMDW,Large,,41.78597222222222,-87.75241666666668
55,04508.*A,AIRPORT,ORD,2022-03-24,AGL,CHI,IL,ILLINOIS,COOK,IL,CHICAGO,CHICAGO O'HARE INTL,PU,PU,CITY OF CHICAGO,"P.O. BOX 66142, 10510 WEST ZEMKE RO, 10510 WEST ZEMKE RO","CHICAGO, IL 60666",773-686-2200,JAMIE RHEE,10510 WEST ZEMKE RO,"CHICAGO, IL 60666",773-686-8060,041-58-36.9900N,151116.9850N,087-54-29.3400W,0316469.3390W,E,680.0,S,03W,2010.0,,CHICAGO,14.0,NW,7627.0,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,ORD,Y,1944-02-01,O,I E S 05/1973,NGPRY,NO OBJECTION,N,Y,N,Y,F,S,2021-08-12,,100LL A,MAJOR,MAJOR,HIGH,HIGH/LOW,,SS-SR,Y,122.95,,N,CG,Y,,,,,,,,,404546.0,,130821.0,,2791.0,53.0,2020-12-31,FAA-EST,2019-09-14,3RD PARTY SURVEY,2016-10-03,,,,Y-L,KORD,Large,,41.97694027777778,-87.90814972222222
56,04974.*A,AIRPORT,RFD,2022-03-24,AGL,CHI,IL,ILLINOIS,WINNEBAGO,IL,CHICAGO/ROCKFORD,CHICAGO/ROCKFORD INTL,PU,PU,GREATER ROCKFORD ARPT. AUTH.,60 ARPT DRIVE,"ROCKFORD, IL 61109-2902",815-969-4011,MIKE DUNN,60 AIRPORT DR,"ROCKFORD, IL 61109-2902",815-965-4011,042-11-43.3000N,151903.3000N,089-05-50.0000W,0320750.0000W,E,742.0,S,03W,2020.0,,CHICAGO,68.0,NW,2900.0,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,RFD,Y,1950-03-01,O,I C S 05/1973,NGPSY,NO OBJECTION,N,Y,N,Y,F,F,2019-02-21,,100LL A A1+,MAJOR,MAJOR,HIGH,HIGH,,SS-SR,Y,122.95,,N,CG,N,,78.0,18.0,15.0,3.0,,,,17810.0,,1289.0,5403.0,14495.0,1496.0,2018-12-31,3RD PARTY SURVEY,2011-01-20,3RD PARTY SURVEY,2011-01-20,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL",Y-L,KRFD,Non-Hub,,42.195361111111104,-89.09722222222221
57,04564.*A,AIRPORT,DEC,2022-03-24,AGL,CHI,IL,ILLINOIS,MACON,IL,DECATUR,DECATUR,PU,PU,DECATUR PARK DISTRICT,620 E. RIVERSIDE AVE.,"DECATUR, IL 62521",217-428-2423,TIM A. WRIGHT,910 S. AIRPORT ROAD,"DECATUR, IL 62521",217-428-2423,039-50-04.4300N,143404.4250N,088-51-56.4800W,0319916.4810W,E,681.9,S,01W,2000.0,,ST LOUIS,4.0,E,2100.0,ZKC,ZCK,KANSAS CITY,ZAU,ZCG,CHICAGO,,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,DEC,Y,1945-03-01,O,I A U 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,2019-11-12,,100LL A,,,,,SEE RMK,SS-SR,Y,122.95,118.9,N,CG,N,,50.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,,4349.0,15329.0,10398.0,10717.0,2018-12-31,FAA,2011-08-26,3RD PARTY SURVEY,2010-06-22,,"HGR,TIE","AFRT,CHTR,INSTR,RNTL,SALES",Y-L,KDEC,,Regional,39.8345625,-88.86568916666667
58,05031.52*A,AIRPORT,5LL8,2022-03-24,AGL,CHI,IL,ILLINOIS,KANKAKEE,IL,UNION HILL,HUGH VAN VOORST,PR,PR,HUGH VAN VOORST,PO BOX 37 201 CENTER,"UNION HILL, IL 60969",815-426-2545,H E VAN VOORST,PO BOX 37 201 CENTER,"UNION HILL, IL 60969",815-426-2545,041-06-44.1200N,148004.1150N,088-08-24.1900W,0317304.1870W,E,617.0,E,01W,1985.0,,CHICAGO,0.0,NE,,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,,N,1972-02-01,O,,,NO OBJECTION,,,,,2,N,,2020-07-17,,NONE,NONE,,,SEE RMK,,N,,,N,,N,,,,1.0,,,,,,,,,,,,,,,,,,,Y,,,,41.112254166666666,-88.14005194444444
59,04868.*A,AIRPORT,MLI,2022-03-24,AGL,CHI,IL,ILLINOIS,ROCK ISLAND,IL,MOLINE,QUAD CITIES INTL,PU,PU,METROPOLITAN AIRPORT AUTH,BOX 9009,"MOLINE, IL 61265",309-764-9621,BENJAMIN LEISCHNER,BOX 9009,"MOLINE, IL 61265",309-764-9621,041-26-53.8000N,149213.8000N,090-30-27.1000W,0325827.1000W,E,589.6,S,01E,1985.0,,CHICAGO,3.0,S,2021.0,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,MLI,Y,1940-04-01,O,I B S 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,2019-07-26,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,119.4,Y,CG,Y,,55.0,18.0,11.0,1.0,,,,5580.0,,9052.0,6347.0,10578.0,915.0,2018-12-31,3RD PARTY SURVEY,2012-05-22,3RD PARTY SURVEY,2012-05-22,,"HGR,TIE","AVNCS,CARGO,CHTR",Y-L,KMLI,Non-Hub,,41.44827777777777,-90.50752777777777
60,04958.*A,AIRPORT,UIN,2022-03-24,AGL,CHI,IL,ILLINOIS,ADAMS,IL,QUINCY,QUINCY RGNL-BALDWIN FLD,PU,PU,CITY OF QUINCY,1645 HWY 104,"QUINCY, IL 62305",217-885-3285,SANDRA SHORE,1645 HWY 104,"QUINCY, IL 62305",217-885-3262,039-56-34.8600N,143794.8626N,091-11-40.0700W,0328300.0681W,E,768.7,S,02E,1985.0,,KANSAS CITY,10.0,E,1101.0,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,UIN,Y,1947-04-01,O,IV A U 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,2021-10-28,,100LL A,MAJOR,MAJOR,,,SEE RMK,SS-SR,N,123.0,123.0,Y,CG,N,,29.0,6.0,12.0,0.0,0.0,0.0,1.0,,,3808.0,13560.0,2050.0,26.0,2021-01-01,FAA-EST,2013-01-29,3RD PARTY SURVEY,2008-01-09,,TIE,"AMB,CHTR,INSTR,RNTL",Y-L,KUIN,,Regional,39.94301738888888,-91.1944633611111
