,Site Id,Facility Type,Loc Id,Effective Date,Region,ADO,State Id,State Name,County,County State,City,Name,Ownership,Use,Owner,Owner Address,"Owner City, State, Zip",Owner Phone,Manager,Manager Address,"Manager City, State, Zip",Manager Phone,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,ARP Method,Elevation,Elevation Method,Magnetic Variation,Magnetic Variation Year,Traffic Pattern Altitude,Sectional,Distance From CBD,Direction From CBD,Land Area,ARTCC Id,ARTCC Computer ID,ARTCC Name,Responsible ARTCC Id,Responsible ARTCC Computer Id,Responsible ARTCC Name,Tie In FSS,Tie In FSS Id,Tie In FSS Name,FSS Phone Number,FSS Toll Free Number,Alternate FSS Id,Alternate FSS Name,Alternate FSS Toll Free Number,NOTAM Facility Id,NOTAM Service,Activation Date,Airport Status Code,Certification Type Date,Federal Agreements,Airspace Determination,Customs Airport Of Entry,Customs Landing Rights,Military Joint Use,Military Landing Rights,Inspection Method,Inspection Group,Last Inspection Date,Last Owner Information Date,Fuel Types,Airframe Repair,Power Plant Repair,Bottled Oxygen Type,Bulk Oxygen Type,Lighting Schedule,Beacon Schedule,ATCT,UNICOM,CTAF,Segmented Circle,Beacon Color,Non Commercial Landing Fee,Medical Use,Single Engine Aircraft,Multi Engine Aircraft,Jet Engine Aircraft,Helicopters,Gliders Operational,Military Operational,Ultralights,Commercial Operations,Commuter Operations,Air Taxi Operations,GA Local Operations,GA Itin Operations,Military Operations,Operations Date,Airport Position Source,Airport Position Source Date,Airport Elevation Source,Airport Elevation Source Date,Fuel Available,Transient Storage,Other Services,Wind Indicator,Icao Id,NPIAS Hub,NPIAS Role,DD_Latitudes,DD_Longitudes
194,04503.04*A,AIRPORT,LOT,2022-03-24,AGL,CHI,IL,ILLINOIS,WILL,IL,CHICAGO/ROMEOVILLE,LEWIS UNIVERSITY,PU,PU,JOLIET REGIONAL PORT DIST,"#1 EXECUTIVE TERMINAL, GEORGE MICHAS DRIVE","ROMEOVILLE, IL 60446-7175",815-838-9497,CHRIS LAWSON,"#1 EXECUTVE  TERMINAL, GEORGE MICHAS DRIVE","ROMEOVILLE, IL 60446-7175",815-838-9497,041-36-29.1500N,149789.1490N,088-05-47.0000W,0317147.0030W,E,679.0,S,02W,2000.0,,CHICAGO,20.0,SW,732.0,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,LOT,Y,1940-04-01,O,,N,NO OBJECTION,N,N,N,N,S,S,2019-08-30,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,109.0,13.0,7.0,4.0,0.0,0.0,0.0,,,4000.0,60000.0,40000.0,,2019-08-01,FAA-EST,2019-05-16,3RD PARTY SURVEY,2018-12-07,,"HGR,TIE","INSTR,RNTL,SALES",Y-L,KLOT,,Regional,41.60809694444445,-88.09638972222223
195,04891.*A,AIRPORT,MVN,2022-03-24,AGL,CHI,IL,ILLINOIS,JEFFERSON,IL,MOUNT VERNON,MOUNT VERNON,PU,PU,MT VERNON ARPT AUTHORITY,100 AVIATION DRIVE,"MT VERNON, IL 62864",618-242-7016,CHRIS COLLINS,100 AVIATION DRIVE,"MT VERNON, IL 62864",618-242-7016,038-19-24.1000N,137964.1000N,088-51-30.6000W,0319890.6000W,E,480.4,S,01W,2000.0,,ST LOUIS,3.0,E,1100.0,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,MVN,Y,1940-04-01,O,IV A U 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,2020-02-25,,100LL A,MAJOR,MAJOR,,LOW,SEE RMK,SS-SR,N,123.0,123.0,Y,CG,N,,21.0,5.0,1.0,5.0,0.0,0.0,0.0,,,2000.0,6000.0,15500.0,1000.0,2020-12-31,3RD PARTY SURVEY,2008-01-27,3RD PARTY SURVEY,2008-01-27,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KMVN,,Local,38.32336111111112,-88.85849999999999
196,04868.*A,AIRPORT,MLI,2022-03-24,AGL,CHI,IL,ILLINOIS,ROCK ISLAND,IL,MOLINE,QUAD CITIES INTL,PU,PU,METROPOLITAN AIRPORT AUTH,BOX 9009,"MOLINE, IL 61265",309-764-9621,BENJAMIN LEISCHNER,BOX 9009,"MOLINE, IL 61265",309-764-9621,041-26-53.8000N,149213.8000N,090-30-27.1000W,0325827.1000W,E,589.6,S,01E,1985.0,,CHICAGO,3.0,S,2021.0,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,MLI,Y,1940-04-01,O,I B S 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,2019-07-26,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,119.4,Y,CG,Y,,55.0,18.0,11.0,1.0,,,,5580.0,,9052.0,6347.0,10578.0,915.0,2018-12-31,3RD PARTY SURVEY,2012-05-22,3RD PARTY SURVEY,2012-05-22,,"HGR,TIE","AVNCS,CARGO,CHTR",Y-L,KMLI,Non-Hub,,41.44827777777777,-90.50752777777777
197,04518.8*A,AIRPORT,06C,2022-03-24,AGL,CHI,IL,ILLINOIS,DU PAGE,IL,CHICAGO/SCHAUMBURG,SCHAUMBURG RGNL,PU,PU,VILLAGE OF SCHAUMBURG,101 SCHAUMBURG CT,"SCHAUMBURG, IL 60193-1899",847-895-0007,KARYN ROBLES,101 SCHAUMBURG COURT,"SCHAUMBURG, IL 60193",847-923-3859,041-59-21.6300N,151161.6270N,088-06-04.4700W,0317164.4740W,E,801.0,E,01W,1985.0,800.0,CHICAGO,22.0,NW,120.0,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,IKK,Y,,O,,N,NO OBJECTION,N,N,N,N,S,S,2019-09-19,,100LL A,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,N,123.0,123.0,N,CG,N,,50.0,4.0,3.0,9.0,0.0,0.0,0.0,,,450.0,20800.0,23750.0,,2019-07-31,,,,,,"HGR,TIE","AFRT,AMB,CHTR,INSTR,RNTL,SALES",Y-L,,,Local,41.98934083333334,-88.10124277777777
198,04413.*A,AIRPORT,BLV,2022-03-24,AGL,CHI,IL,ILLINOIS,ST CLAIR,IL,BELLEVILLE,SCOTT AFB/MIDAMERICA ST LOUIS,MA,PU,ST CLAIR COUNTY & USAF,10 PUBLIC SQUARE,"BELLEVILLE, IL 62220",618-277-6600,BRYAN JOHNSON,"9656 AIR TERMINAL DR, STE 100","MASCOUTAH, IL 62258-5501",618-566-5240,038-32-42.6200N,138762.6230N,089-50-06.6700W,0323406.6680W,E,459.1,S,02W,2020.0,,ST LOUIS,14.0,E,7003.0,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,BLV,Y,1942-07-01,O,I B S 10/1997,N,NOT ANALYZED,N,N,Y,N,F,F,2020-02-28,1977-02-03,100LL A+,NONE,,NONE,,,SS-SR,Y,122.95,,N,CG,Y,,2.0,0.0,0.0,5.0,,27.0,,1984.0,,0.0,0.0,5605.0,9996.0,2020-12-31,FAA-EST,2021-02-18,3RD PARTY SURVEY,2020-06-11,,TIE,"AFRT,CARGO",Y,KBLV,Non-Hub,,38.54517305555555,-89.83518555555555
199,05025.21*A,AIRPORT,53IL,2022-03-24,AGL,NONE,IL,ILLINOIS,PUTNAM,IL,TISKILWA,STEIL,PR,PR,GREGORY STEIL,949 CLEVELAND ROAD,"HINSDALE, IL 60521",630-296-2222,GREGORY STEIL,949 CLEVELAND ROAD,"HINSDALE, IL 60521",630-296-2222,041-13-53.0000N,148433.0000N,089-27-08.0000W,0322028.0000W,E,648.0,,,,,CHICAGO,5.0,SE,,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,,,2015-10-01,O,,,CONDITIONAL,,,,,,N,,2022-01-18,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,41.231388888888894,-89.45222222222222
200,04458.8*A,AIRPORT,CPS,2022-03-24,AGL,CHI,IL,ILLINOIS,ST CLAIR,IL,CAHOKIA/ST LOUIS,ST LOUIS DOWNTOWN,PU,PU,BI-STATE DEVELOPMENT AGENCY,6100 ARCHVIEW DRIVE,"CAHOKIA, IL 62206-1445",618-337-6060,COLIN ROLERKITE,6100 ARCHVIEW DRIVE,"CAHOKIA, IL 62206-1445",618-337-6060,038-34-13.3000N,138853.3000N,090-09-18.3000W,0324558.3000W,E,412.9,S,00E,2000.0,,ST LOUIS,1.0,E,1013.0,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,CPS,Y,1940-04-01,O,IV A U 08/2008,NGY,NO OBJECTION,N,Y,N,Y,S,F,2021-01-20,,100LL A,MAJOR,MAJOR,,HIGH,SEE RMK,SS-SR,Y,122.95,119.925,N,CG,N,,77.0,14.0,6.0,13.0,1.0,0.0,0.0,163.0,,9846.0,68355.0,30438.0,755.0,2018-11-29,3RD PARTY SURVEY,2011-12-07,3RD PARTY SURVEY,2011-12-07,,"HGR,TIE","CHTR,INSTR,RNTL,SALES",Y-L,KCPS,,Regional,38.57036111111111,-90.15508333333334
201,05431.1*A,AIRPORT,6I4,2022-03-24,AGL,CHI,IN,INDIANA,BOONE,IN,LEBANON,BOONE COUNTY,PR,PU,DONALD A. GEISLER AND KAY GEISLER,1600 E 250 S,"LEBANON, IN 46052",765-482-0940,RAY RICE,1600 E 250 S,"LEBANON, IN 46052",317-281-6791,040-00-26.1500N,144026.1490N,086-26-26.0000W,0311185.9990W,E,959.0,E,02W,1985.0,941.0,CHICAGO,2.0,SE,39.0,ZAU,ZCG,CHICAGO,ZID,ZCI,INDIANAPOLIS,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,HUF,Y,1963-09-01,O,,,NO OBJECTION,N,N,N,N,S,S,2020-07-02,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,34.0,2.0,,,,,1.0,,,,1282.0,968.0,,2019-12-31,,,,,,"HGR,TIE",,Y-L,,,,40.007263611111114,-86.44055527777779
202,05192.*A,AIRPORT,BAK,2022-03-24,AGL,CHI,IN,INDIANA,BARTHOLOMEW,IN,COLUMBUS,COLUMBUS MUNI,PU,PU,CITY OF COLUMBUS,4770 RAY BOLL BLVD,"COLUMBUS, IN 47203",812-376-2519,BRIAN PAYNE,4770 RAY BOLL BLVD,"COLUMBUS, IN 47203",812-376-2519,039-15-42.8900N,141342.8940N,085-53-46.8200W,0309226.8200W,E,656.1,S,03W,1995.0,,ST LOUIS,3.0,N,2000.0,ZID,ZCI,INDIANAPOLIS,ZID,ZCI,INDIANAPOLIS,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,BAK,Y,1944-02-01,O,IV A U 03/1975,NGPY,NO OBJECTION,N,N,N,Y,F,F,2019-04-10,,100LL A,MAJOR,MAJOR,,HIGH,SEE RMK,SS-SR,Y,122.95,118.6,N,CG,N,,55.0,9.0,5.0,3.0,0.0,0.0,0.0,,,336.0,19291.0,20157.0,2464.0,2020-12-31,3RD PARTY SURVEY,2020-01-09,3RD PARTY SURVEY,2020-01-09,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES,SURV",Y-L,KBAK,,Regional,39.261915,-85.89633888888889
203,05232.11*A,AIRPORT,1I9,2022-03-24,AGL,CHI,IN,INDIANA,CARROLL,IN,DELPHI,DELPHI MUNI,PU,PU,CITY OF DELPHI,201 S. UNION ST.,"DELPHI, IN 46923",765-564-2097,ED NAGLE,8296 W DIV LINE RD,"DELPHI, IN 46923",765-564-4291,040-32-26.9200N,145946.9190N,086-40-53.2800W,0312053.2790W,E,671.1,E,02W,1985.0,,CHICAGO,3.0,S,42.0,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,HUF,Y,1969-11-01,O,,NGY,NO OBJECTION,,,,,S,S,2020-07-28,1981-06-22,100LL,MINOR,MINOR,,,SEE RMK,SS-SR,N,,122.9,N,CG,N,,25.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,5286.0,1600.0,,2019-12-31,ADO,2019-06-12,ADO,2019-06-12,,TIE,,Y-L,,,Basic,40.54081083333333,-86.6814663888889
204,05248.*A,AIRPORT,EKM,2022-03-24,AGL,CHI,IN,INDIANA,ELKHART,IN,ELKHART,ELKHART MUNI,PU,PU,CITY OF ELKHART,1211 CO RD 6 W,"ELKHART, IN 46514",574-264-5217,ANDY JONES,1211 CO RD 6 W,"ELKHART, IN 46514",574-264-5217,041-43-09.8600N,150189.8622N,086-00-11.5900W,0309611.5883W,E,777.6,S,04W,2005.0,,CHICAGO,3.0,NW,640.0,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,EKM,Y,1940-04-01,O,,NGY,NO OBJECTION,N,N,N,Y,F,S,2021-10-31,,100LL A,MAJOR,MINOR,LOW,NONE,SEE RMK,SS-SR,Y,122.95,119.5,Y,CG,N,,22.0,3.0,6.0,1.0,1.0,2.0,0.0,,,910.0,13188.0,16951.0,346.0,2019-12-31,FAA,2011-09-09,3RD PARTY SURVEY,2009-10-26,,"HGR,TIE","CHTR,RNTL,SALES",Y-L,KEKM,,Regional,41.71940616666667,-86.00321897222223
205,05146.01*A,AIRPORT,38IN,2022-03-24,AGL,CHI,IN,INDIANA,HENDRICKS,IN,BROWNSBURG,FULLER FLD,PR,PR,ESTAN L. FULLER,904 LAKESHORE DR,"POLK CITY, FL 33868",(863) 602-9182,RED CALVERT,8837 LINCOLN CR. CIR.,"INDIANAPOLIS, IN 46234",317-299-6693,039-54-07.1500N,143647.1510N,086-21-46.9800W,0310906.9830W,E,910.0,E,02W,1985.0,,ST LOUIS,4.0,NE,40.0,ZID,ZCI,INDIANAPOLIS,ZID,ZCI,INDIANAPOLIS,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,,N,1978-11-01,O,,,CONDITIONAL,,,,,2,N,,2021-02-02,,,,,,,,N,,,N,,N,,5.0,1.0,,2.0,,,,,,,,,,,,,,,,,,Y,,,,39.90198638888889,-86.36305083333333
206,05303.*A,AIRPORT,GYY,2022-03-24,AGL,CHI,IN,INDIANA,LAKE,IN,GARY,GARY/CHICAGO INTL,PU,PU,GARY/CHICAGO ARPT AUTH DIST,6001 INDUSTRIAL HWY,"GARY, IN 46406",219-949-9722,CHARLES SWEET,6001-C AIRPORT RD,"GARY, IN 46406",219-949-4902,041-37-02.1000N,149822.1000N,087-24-52.3000W,0314692.3000W,E,596.8,S,02W,1990.0,,CHICAGO,3.0,NW,763.0,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,GYY,Y,,O,IV A U 08/1981,NGSY,NO OBJECTION,N,N,N,Y,F,F,2019-11-22,,100LL A,MAJOR,MAJOR,HIGH,,SEE RMK,SS-SR,Y,,125.6,N,CG,Y,,44.0,11.0,54.0,6.0,0.0,7.0,0.0,398.0,,1877.0,5824.0,9889.0,1120.0,2020-12-31,3RD PARTY SURVEY,2015-04-15,3RD PARTY SURVEY,2015-04-15,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL",Y-L,KGYY,,National,41.617250000000006,-87.41452777777778
207,05370.7*A,AIRPORT,TYQ,2022-03-24,AGL,CHI,IN,INDIANA,BOONE,IN,INDIANAPOLIS,INDIANAPOLIS EXEC,PU,PU,HAMILTON COUNTY AIRPORT AUTHORITY,11329 E. STATE RD 32,"ZIONSVILLE, IN 46077",(317) 385-3015,SAM SACHS,11329 E. STATE RD 32,"ZIONSVILLE, IN 46077",(317) 385-3015,040-01-50.4000N,144110.4000N,086-15-05.2000W,0310505.2000W,E,922.3,S,03W,1995.0,,CHICAGO,14.0,NW,567.0,ZAU,ZCG,CHICAGO,ZID,ZCI,INDIANAPOLIS,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,HUF,Y,,O,,NGYM,,,,N,Y,S,S,2020-07-02,,100LL A A+,MAJOR,MAJOR,HIGH,HIGH/LOW,SEE RMK,SS-SR,N,123.05,123.05,N,CG,N,,63.0,7.0,16.0,3.0,0.0,0.0,0.0,,,2508.0,18397.0,20905.0,,2019-12-31,3RD PARTY SURVEY,2008-07-25,3RD PARTY SURVEY,2008-07-25,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KTYQ,,National,40.03066666666666,-86.25144444444445
208,05375.*A,AIRPORT,IND,2022-03-24,AGL,CHI,IN,INDIANA,MARION,IN,INDIANAPOLIS,INDIANAPOLIS INTL,PU,PU,INDIANAPOLIS AIRPORT AUTH,7800 COL. H. WEIR COOK MEMORIAL DR.,"INDIANAPOLIS, IN 46241",317-487-9594,MARIO RODRIGUEZ,7800 COL. H. WEIR COOK MEMORIAL DR.,"INDIANAPOLIS, IN 46241",317-487-9594,039-43-02.3000N,142982.3000N,086-17-40.7000W,0310660.7000W,E,796.2,S,05W,2015.0,,ST LOUIS,7.0,SW,7700.0,ZID,ZCI,INDIANAPOLIS,ZID,ZCI,INDIANAPOLIS,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,IND,Y,1940-04-01,O,I D S 05/1973,NGPY3,NO OBJECTION,N,Y,N,Y,F,F,2021-12-02,,100LL A A1+,MAJOR,MAJOR,HIGH,HIGH,,SS-SR,Y,122.95,,N,CG,,,54.0,14.0,29.0,1.0,,0.0,,92360.0,,41035.0,0.0,9953.0,730.0,2020-12-31,3RD PARTY SURVEY,2014-01-29,3RD PARTY SURVEY,2014-01-29,,TIE,CARGO,Y-L,KIND,Medium,,39.717305555555555,-86.29463888888888
209,05370.5*A,AIRPORT,MQJ,2022-03-24,AGL,CHI,IN,INDIANA,HANCOCK,IN,INDIANAPOLIS,INDIANAPOLIS RGNL,PU,PU,INDIANAPOLIS ARPT AUTHORITY,7800 COL. H. WEIR COOK MEMORIAL DR.,"INDIANAPOLIS, IN 46241",317-487-5022,KEITH BERLEN,7800 COL. H. WEIR COOK MEMORIAL DR.,"INDIANAPOLIS, IN 46241",317-487-5022,039-50-35.3000N,143435.2960N,085-53-51.8500W,0309231.8480W,E,862.3,S,02W,1985.0,,ST LOUIS,12.0,E,1805.0,ZID,ZCI,INDIANAPOLIS,ZID,ZCI,INDIANAPOLIS,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,HUF,Y,1977-11-01,O,,NGY,NO OBJECTION,N,N,N,Y,F,S,2021-08-24,,100LL A A+,MAJOR,MAJOR,HIGH/LOW,,SEE RMK,SS-SR,N,122.975,122.975,Y,CG,,,105.0,12.0,19.0,1.0,0.0,0.0,1.0,,,7623.0,16200.0,23825.0,,2019-12-31,3RD PARTY SURVEY,2020-01-16,3RD PARTY SURVEY,2020-01-16,,"HGR,TIE","AFRT,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KMQJ,,Regional,39.843137777777784,-85.89773555555556
210,05598.*A,AIRPORT,RZL,2022-03-24,AGL,CHI,IN,INDIANA,JASPER,IN,RENSSELAER,JASPER COUNTY,PU,PU,JASPER COUNTY AIRPORT AUTHORITY,2326 W. CLARK ST.,"RENSSELAER, IN 47978",219-866-2100,EMILY HACKLER,2326 W. CLARK ST.,"RENSSELAER, IN 47978",219-866-2100,040-56-52.1700N,147412.1652N,087-10-57.5300W,0313857.5331W,E,698.2,S,02W,1990.0,,CHICAGO,1.0,NW,132.0,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,HUF,Y,1941-05-01,O,,NY1,NO OBJECTION,N,N,N,Y,S,S,2019-06-04,,100LL A+,MAJOR,MAJOR,,,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,18.0,3.0,,,,,,,,173.0,5611.0,2849.0,,2018-12-31,FAA,2011-07-02,3RD PARTY SURVEY,2009-11-14,,"HGR,TIE","INSTR,RNTL",Y-L,KRZL,,Local,40.94782366666666,-87.18264808333333
211,05707.*A,AIRPORT,IN55,2022-03-24,AGL,CHI,IN,INDIANA,FOUNTAIN,IN,VEEDERSBURG,SONGER,PR,PR,STEPHEN SONGER,54 W BONEBRAKE RD,"VEEDERSBURG, IN 47987",765-585-0272,DAVID SONGER,54 W BONEBRAKE RD,"VEEDERSBURG, IN 47987",765-585-0236,040-04-44.8300N,144284.8300N,087-15-43.7500W,0314143.7500W,E,652.0,E,01W,1985.0,,CHICAGO,2.0,S,,ZAU,ZCG,CHICAGO,ZID,ZCI,INDIANAPOLIS,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,,N,1971-01-01,O,,,NO OBJECTION,,,,,2,N,,2019-03-14,100,MAJOR,MAJOR,,,,,N,,,N,,N,,1.0,1.0,,1.0,1.0,,,,,,,,,,ADO,2021-08-10,ADO,2021-08-10,,,,N,,,,40.079119444444444,-87.26215277777777
212,06460.*A,AIRPORT,K78,2022-03-24,ACE,NONE,KS,KANSAS,DICKINSON,KS,ABILENE,ABILENE MUNI,PU,PU,CITY OF ABILENE KANSAS,CITY BUILDING,"ABILENE, KS 67410",785-263-2550,JIM CURTIS,801 S. WASHINGTON,"ABILENE, KS 67410",785-263-3970,038-54-14.6000N,140054.6000N,097-14-09.1000W,0350049.1000W,E,1152.5,S,07E,1985.0,,WICHITA,1.0,SW,195.0,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,ICT,WICHITA,,1-800-WX-BRIEF,,,,ICT,Y,1946-05-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-09-17,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,500.0,17000.0,20000.0,300.0,2019-09-17,3RD PARTY SURVEY,2011-01-20,3RD PARTY SURVEY,2011-01-20,,"HGR,TIE","AGRI,CHTR,INSTR,RNTL",Y-L,,,Local,38.90405555555556,-97.2358611111111
213,06659.5*A,AIRPORT,M66,2022-03-24,ACE,NONE,KS,KANSAS,MARION,KS,HILLSBORO,ALFRED SCHROEDER FLD,PU,PU,CITY OF HILLSBORO,118 EAST GRAND,"HILLSBORO, KS 67063",620-947-3162,LARRY PAINE,118 EAST GRAND,"HILLSBORO, KS 67063",620-947-3162,038-20-29.6500N,138029.6550N,097-12-49.9400W,0349969.9400W,E,1434.0,S,07E,1985.0,,WICHITA,0.0,SW,200.0,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,ICT,WICHITA,,1-800-WX-BRIEF,,,,ICT,Y,1952-01-01,O,,1,CONDITIONAL,,,,,S,S,2019-08-28,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.9,N,CG,N,,7.0,,,,,,,,,,2500.0,2500.0,,2019-08-28,FAA OE/AAA,2014-10-09,,,,"HGR,TIE",,Y,,,,38.341570833333336,-97.21387222222222
214,06691.*A,AIRPORT,K88,2022-03-24,ACE,NONE,KS,KANSAS,ALLEN,KS,IOLA,ALLEN COUNTY,PU,PU,ALLEN COUNTY,COUNTY COURTHOUSE,"IOLA, KS 66749",620-365-1422,ROBERT POYDACK,1705 MINNESOTA RD,"IOLA, KS 66749",620-212-1316,037-52-05.6000N,136325.6000N,095-23-13.0000W,0343393.0000W,E,1015.6,S,04E,2000.0,,KANSAS CITY,3.0,SE,340.0,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,ICT,WICHITA,,1-800-WX-BRIEF,,,,ICT,Y,1944-02-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-09-14,,100LL A MOGAS,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,11.0,2.0,1.0,1.0,0.0,0.0,0.0,12.0,,260.0,8000.0,8000.0,6.0,2020-09-14,3RD PARTY SURVEY,2009-11-12,3RD PARTY SURVEY,2009-11-12,,"HGR,TIE",INSTR,Y-L,,,Local,37.86822222222222,-95.38694444444445
215,06463.*A,AIRPORT,ANY,2022-03-24,ACE,NONE,KS,KANSAS,HARPER,KS,ANTHONY,ANTHONY MUNI,PU,PU,CITY OF ANTHONY,BOX 504,"ANTHONY, KS 67003",620-842-5434,CYNDRA KASTENS,BOX 504,"ANTHONY, KS 67003",(620) 842-5434,037-09-35.6300N,133775.6350N,098-04-46.3000W,0353086.2950W,E,1343.1,S,05E,2010.0,,WICHITA,3.0,NW,340.0,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,ICT,WICHITA,,1-800-WX-BRIEF,,,,ICT,Y,1941-05-01,O,,NGY,NOT ANALYZED,,,N,Y,S,S,2021-04-30,,100LL,,,,,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,9.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,3200.0,3000.0,,2018-07-31,3RD PARTY SURVEY,2020-06-24,3RD PARTY SURVEY,2020-06-24,,"HGR,TIE",AGRI,Y-L,KANY,,Basic,37.15989861111111,-98.07952638888888
216,06973.*A,AIRPORT,BEC,2022-03-24,ACE,NONE,KS,KANSAS,SEDGWICK,KS,WICHITA,BEECH FACTORY,PR,PU,BEECHCRAFT AIRCRAFT COMPANY,10511 E. CENTRAL,"WICHITA, KS 67201",(316) 515-5300,TODD BAYLESS,10511 E. CENTRAL,"WICHITA, KS 67201",(316) 515-8365,037-41-38.1000N,135698.1000N,097-12-53.7000W,0349973.7000W,E,1408.6,S,04E,2015.0,,WICHITA,5.0,E,1280.0,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,ICT,WICHITA,,1-800-WX-BRIEF,,,,ICT,Y,1940-04-01,O,,,NOT ANALYZED,,,,,S,S,2019-08-13,,,NONE,NONE,NONE,,SEE RMK,SS-SR,Y,122.95,126.8,Y,CG,N,,21.0,29.0,10.0,,,17.0,,,,,26500.0,1700.0,4500.0,2019-08-13,3RD PARTY SURVEY,2011-11-07,3RD PARTY SURVEY,2011-11-07,,TIE,,Y-L,KBEC,,,37.69391666666667,-97.21491666666667
217,06868.*A,AIRPORT,SYF,2022-03-24,ACE,NONE,KS,KANSAS,CHEYENNE,KS,ST FRANCIS,CHEYENNE COUNTY MUNI,PU,PU,CITY OF ST. FRANCIS,,"ST. FRANCIS, KS 67756",785-332-2251,GRACE FLYING SERVICE,PO BOX 827,"ST. FRANCIS, KS 67756",785-332-2251,039-45-33.0000N,143133.0000N,101-47-40.8000W,0366460.7970W,E,3429.5,E,06E,2020.0,,WICHITA,1.0,S,307.0,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,ICT,WICHITA,,1-800-WX-BRIEF,,,,ICT,Y,1945-03-01,O,,N,CONDITIONAL,,,N,,S,S,2019-09-18,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,9.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3000.0,800.0,,2019-09-18,FAA-EST,2012-10-05,ADO,2012-10-01,,TIE,"AFRT,AGRI,CHTR,INSTR,RNTL",Y-L,KSYF,,Basic,39.759166666666665,-101.79466583333334
